country,subnational1,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2020_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023
Philippines,Abra,0,397148,397148,397148,736,174,223,106,372,319,265,252,124,239,225,105,141,348,358,205,365,416,242,176,168,164,117,354
Philippines,Abra,10,397148,285110,277818,736,172,221,106,371,317,264,251,123,237,225,104,117,248,276,191,351,399,232,169,162,155,107,311
Philippines,Abra,15,397148,279483,269617,736,172,220,106,370,316,264,251,123,237,224,104,116,243,272,190,349,397,230,167,161,153,106,308
Philippines,Abra,20,397148,276613,267399,736,171,219,106,370,316,264,250,123,237,224,104,115,239,268,189,349,395,229,166,161,152,105,307
Philippines,Abra,25,397148,272347,262654,736,171,219,105,370,315,264,250,123,236,223,104,115,236,265,189,348,394,228,166,161,151,105,306
Philippines,Abra,30,397148,266985,258953,736,171,218,105,370,315,264,250,123,236,223,104,114,232,260,186,345,391,224,165,159,149,104,301
Philippines,Abra,50,397148,244286,235622,736,166,208,104,365,312,262,245,122,232,220,103,110,217,240,180,335,379,217,160,154,142,97,287
Philippines,Abra,75,397148,200076,190002,736,151,176,99,346,294,252,228,115,214,206,98,99,178,184,135,277,304,170,132,118,110,75,224
Philippines,Agusan del Norte,0,299205,299205,299205,1481,461,418,339,986,537,663,442,319,742,994,595,900,517,2379,1820,2005,1985,1011,1216,992,1080,678,636
Philippines,Agusan del Norte,10,299205,250910,255128,1481,459,417,338,985,536,663,441,318,742,994,594,892,493,2277,1746,1900,1884,974,1139,928,1013,629,585
Philippines,Agusan del Norte,15,299205,246840,250784,1481,458,417,337,984,536,663,441,318,741,993,594,891,491,2267,1734,1888,1871,969,1132,919,1005,625,578
Philippines,Agusan del Norte,20,299205,244752,249648,1481,458,417,337,984,536,663,441,318,741,993,593,891,488,2259,1727,1880,1863,966,1125,914,1001,621,574
Philippines,Agusan del Norte,25,299205,243219,246837,1481,458,417,337,984,536,662,441,318,741,993,593,890,488,2255,1725,1877,1858,965,1122,912,997,619,572
Philippines,Agusan del Norte,30,299205,239341,243904,1481,458,417,337,984,535,662,441,318,740,993,593,890,484,2237,1707,1856,1836,957,1107,901,985,612,562
Philippines,Agusan del Norte,50,299205,226226,229135,1481,457,416,335,981,533,660,438,317,738,991,591,885,472,2182,1670,1801,1783,935,1061,867,951,592,536
Philippines,Agusan del Norte,75,299205,191575,199632,1481,439,405,326,957,517,642,430,304,713,965,570,843,414,1860,1448,1515,1523,833,903,743,808,507,445
Philippines,Agusan del Sur,0,858459,858459,858459,3876,3100,2984,1715,6124,3600,3530,3655,3105,4294,6175,4866,6441,2780,13136,9752,10364,12551,7125,7247,5638,4941,4145,3399
Philippines,Agusan del Sur,10,858459,790833,786661,3876,3094,2981,1710,6112,3593,3524,3651,3100,4289,6166,4858,6407,2720,12674,9507,10097,12301,6997,7078,5535,4857,4026,3283
Philippines,Agusan del Sur,15,858459,786203,780286,3876,3092,2980,1709,6109,3592,3523,3650,3100,4288,6164,4856,6403,2717,12644,9486,10078,12280,6988,7065,5527,4852,4019,3276
Philippines,Agusan del Sur,20,858459,783233,778507,3876,3091,2979,1708,6108,3591,3523,3649,3099,4286,6163,4855,6401,2714,12621,9469,10063,12260,6978,7054,5517,4847,4013,3270
Philippines,Agusan del Sur,25,858459,781458,775292,3876,3090,2979,1708,6106,3590,3522,3649,3099,4286,6162,4854,6399,2712,12609,9461,10055,12252,6973,7047,5514,4844,4010,3266
Philippines,Agusan del Sur,30,858459,777028,770148,3876,3089,2978,1707,6104,3589,3521,3648,3098,4284,6159,4852,6397,2708,12569,9433,10026,12222,6959,7027,5500,4834,3996,3251
Philippines,Agusan del Sur,50,858459,759516,744850,3876,3079,2971,1702,6085,3578,3511,3639,3091,4268,6139,4840,6374,2692,12446,9348,9925,12111,6906,6958,5452,4801,3958,3220
Philippines,Agusan del Sur,75,858459,692041,686339,3876,2993,2909,1655,5885,3469,3401,3560,3016,4125,5962,4699,6199,2570,11460,8547,9123,11208,6471,6458,5094,4563,3711,2970
Philippines,Aklan,0,166435,166435,166435,295,172,115,77,231,105,284,119,402,120,193,37,342,186,305,60,449,317,151,343,222,73,242,105
Philippines,Aklan,10,166435,125985,122508,295,170,112,75,229,104,280,117,396,118,191,36,331,164,246,50,342,275,130,275,174,54,198,78
Philippines,Aklan,15,166435,122614,119286,295,170,112,75,228,104,279,116,394,118,191,36,330,161,240,48,328,267,126,262,167,51,191,73
Philippines,Aklan,20,166435,120892,118605,295,170,111,75,226,103,279,116,394,118,191,36,329,159,237,47,323,263,124,258,165,50,188,72
Philippines,Aklan,25,166435,120109,117223,295,170,111,75,226,103,278,115,394,118,191,36,328,159,236,47,321,262,123,256,164,50,188,71
Philippines,Aklan,30,166435,115389,114925,295,170,111,74,225,102,277,115,392,118,190,35,325,150,223,42,287,238,108,228,150,44,173,64
Philippines,Aklan,50,166435,107122,101111,295,168,108,72,221,100,273,113,387,116,187,35,319,145,210,40,260,224,100,205,139,41,163,58
Philippines,Aklan,75,166435,75297,77513,295,148,92,58,182,85,226,94,327,102,162,30,269,99,126,20,143,137,59,103,70,20,97,30
Philippines,Albay,0,251364,251364,251364,628,345,87,177,273,307,2224,556,133,569,1188,159,196,115,415,17,83,955,135,129,380,220,108,115
Philippines,Albay,10,251364,183248,186211,628,345,86,174,271,303,2218,554,133,566,1176,158,188,68,371,15,66,843,109,115,341,199,99,101
Philippines,Albay,15,251364,178922,180873,628,344,86,174,270,302,2217,553,133,565,1173,158,188,66,367,15,66,828,106,112,337,197,97,99
Philippines,Albay,20,251364,176715,179676,628,344,86,174,270,302,2216,553,133,565,1172,158,187,64,364,15,65,823,105,112,335,196,97,99
Philippines,Albay,25,251364,175306,177128,628,344,86,174,270,302,2216,553,133,565,1171,158,187,63,363,15,65,819,104,112,335,195,97,99
Philippines,Albay,30,251364,170493,173530,628,344,86,174,270,302,2214,552,132,563,1168,158,186,60,354,14,63,782,101,109,327,187,94,96
Philippines,Albay,50,251364,158009,156064,628,340,84,172,267,297,2206,548,131,559,1139,157,183,53,344,14,61,752,94,105,311,183,92,91
Philippines,Albay,75,251364,114584,120417,628,317,74,151,244,274,2078,501,121,514,967,148,168,34,274,10,40,510,60,75,221,132,66,71
Philippines,Antique,0,273592,273592,273592,514,354,128,57,146,104,218,91,345,154,478,38,243,161,125,28,264,121,34,91,53,51,139,143
Philippines,Antique,10,273592,166226,165535,514,347,124,56,144,103,215,90,341,150,469,37,192,139,60,22,216,105,29,77,42,42,119,58
Philippines,Antique,15,273592,161659,159594,514,346,123,56,144,103,214,89,340,149,467,37,191,137,57,21,211,103,29,74,41,41,115,56
Philippines,Antique,20,273592,159207,158377,514,345,122,56,144,102,214,89,339,148,465,37,190,137,57,21,210,103,28,73,41,41,114,56
Philippines,Antique,25,273592,156801,155802,514,344,122,56,144,102,213,89,339,148,463,37,190,136,55,21,209,102,28,73,41,41,114,56
Philippines,Antique,30,273592,152903,151966,514,342,121,56,143,102,213,88,338,147,461,37,189,135,53,20,203,99,27,71,38,38,109,54
Philippines,Antique,50,273592,137832,132735,514,313,110,53,139,100,208,86,329,142,425,37,180,132,48,19,191,95,26,67,36,36,104,51
Philippines,Antique,75,273592,100777,100905,514,220,71,46,118,85,179,69,285,115,310,35,151,113,33,11,136,71,18,44,26,23,74,40
Philippines,Apayao,0,391368,391368,391368,280,974,831,1033,1641,1426,1875,2244,1108,2005,1533,1096,949,2018,1915,2324,4505,4471,5740,1885,2282,2476,2117,2210
Philippines,Apayao,10,391368,356501,352222,280,972,829,1031,1638,1423,1873,2241,1106,2001,1530,1091,922,1910,1769,2178,4220,4203,5410,1779,2153,2321,2012,2075
Philippines,Apayao,15,391368,354642,349755,280,971,829,1030,1638,1422,1872,2240,1106,2000,1529,1091,918,1894,1743,2146,4171,4157,5355,1758,2130,2302,1990,2054
Philippines,Apayao,20,391368,353686,348889,280,971,829,1029,1637,1421,1872,2239,1106,1999,1528,1090,917,1885,1729,2135,4151,4134,5330,1749,2119,2288,1980,2045
Philippines,Apayao,25,391368,353051,347558,280,971,829,1029,1637,1421,1872,2239,1106,1999,1528,1090,916,1883,1724,2128,4140,4123,5317,1743,2113,2281,1976,2040
Philippines,Apayao,30,391368,350900,345581,280,971,829,1029,1637,1421,1871,2238,1105,1998,1527,1089,911,1862,1689,2089,4066,4058,5226,1708,2079,2245,1945,2007
Philippines,Apayao,50,391368,344400,336285,280,968,827,1026,1632,1415,1867,2231,1101,1991,1523,1085,900,1809,1611,1989,3883,3880,5025,1628,1989,2147,1867,1921
Philippines,Apayao,75,391368,317533,313847,280,947,812,999,1593,1365,1820,2160,1059,1901,1461,1044,829,1399,1150,1420,2802,2856,3954,1155,1516,1633,1410,1443
Philippines,Aurora,0,304110,304110,304110,659,287,351,679,554,724,1016,924,492,642,495,606,619,553,371,348,507,346,455,207,383,515,329,416
Philippines,Aurora,10,304110,279932,277774,659,287,350,678,553,722,1014,923,491,642,494,606,608,535,337,339,470,333,428,202,372,495,320,399
Philippines,Aurora,15,304110,278613,275990,659,286,350,678,553,722,1014,923,491,642,493,606,607,533,334,338,467,330,425,201,371,494,319,398
Philippines,Aurora,20,304110,277971,275583,659,286,350,678,553,721,1013,922,490,642,493,606,607,532,333,337,465,330,423,201,370,492,319,397
Philippines,Aurora,25,304110,277397,274630,659,286,350,678,553,721,1013,922,490,642,493,606,607,531,332,337,464,329,421,201,370,492,318,396
Philippines,Aurora,30,304110,275490,273139,659,286,350,678,552,721,1012,922,490,642,493,606,607,527,328,333,458,324,416,199,366,486,315,392
Philippines,Aurora,50,304110,271232,263468,659,286,349,676,552,719,1011,920,489,640,492,604,603,522,322,329,449,318,404,197,361,479,311,386
Philippines,Aurora,75,304110,253762,242296,659,276,342,660,541,701,981,895,480,620,478,590,582,489,285,295,387,273,343,174,318,423,275,350
Philippines,Basilan,0,136890,136890,136890,286,114,473,426,401,123,414,818,262,657,342,392,276,383,594,258,1291,545,910,860,258,358,407,274
Philippines,Basilan,10,136890,126303,125318,286,113,468,425,400,123,414,816,262,656,340,392,276,378,573,244,1265,529,894,852,252,345,387,271
Philippines,Basilan,15,136890,125670,124369,286,113,468,424,400,123,414,816,262,656,339,392,276,378,571,243,1263,526,893,851,252,344,386,270
Philippines,Basilan,20,136890,125283,123979,286,113,467,424,400,123,413,815,262,656,339,392,276,378,569,242,1262,525,892,850,251,343,385,270
Philippines,Basilan,25,136890,125064,123539,286,113,467,424,400,123,413,815,262,656,339,392,276,377,569,241,1261,525,891,850,251,343,384,270
Philippines,Basilan,30,136890,124469,122854,286,113,467,424,400,122,413,815,261,655,339,392,276,377,565,239,1258,521,890,848,251,341,382,270
Philippines,Basilan,50,136890,122008,118929,286,113,464,422,399,122,412,811,261,654,337,391,275,373,557,234,1243,516,883,842,248,338,378,266
Philippines,Basilan,75,136890,103209,104478,286,110,435,394,372,117,394,758,250,627,316,378,264,336,467,199,1106,444,794,767,218,303,308,238
Philippines,Bataan,0,131690,131690,131690,1642,89,58,76,105,113,182,112,30,138,155,75,235,25,51,29,81,112,80,47,52,111,137,524
Philippines,Bataan,10,131690,74573,79766,1642,88,56,74,104,111,179,111,30,135,154,74,202,15,33,23,61,87,68,39,42,84,100,260
Philippines,Bataan,15,131690,73190,76882,1642,88,56,74,104,111,179,111,30,135,154,74,201,15,33,22,60,86,68,39,41,83,98,255
Philippines,Bataan,20,131690,72374,76345,1642,87,56,74,104,111,179,111,30,135,153,74,200,15,32,22,60,85,68,39,40,83,97,252
Philippines,Bataan,25,131690,71558,75003,1642,87,55,73,104,111,179,111,30,134,153,74,199,15,32,22,60,85,67,39,40,82,96,245
Philippines,Bataan,30,131690,70611,73685,1642,87,55,73,104,110,179,111,30,134,153,74,199,15,32,22,60,84,67,39,40,81,96,238
Philippines,Bataan,50,131690,66707,65972,1642,84,53,72,103,109,177,110,30,130,152,74,191,15,31,21,58,81,65,37,38,75,90,212
Philippines,Bataan,75,131690,54523,54045,1642,74,46,69,98,101,165,102,28,114,137,71,162,11,21,16,47,60,49,25,29,47,64,123
Philippines,Batanes,0,20763,20763,20763,18,105,56,31,0,0,0,0,0,0,91,0,0,0,264,0,0,172,12,14,5,36,11,11
Philippines,Batanes,10,20763,12775,11758,18,102,49,30,0,0,0,0,0,0,86,0,0,0,156,0,0,162,10,13,5,33,10,10
Philippines,Batanes,15,20763,12426,11446,18,102,48,30,0,0,0,0,0,0,85,0,0,0,149,0,0,161,10,13,5,33,10,10
Philippines,Batanes,20,20763,12156,11349,18,102,48,30,0,0,0,0,0,0,84,0,0,0,144,0,0,160,10,13,5,33,10,9
Philippines,Batanes,25,20763,12023,11254,18,102,48,30,0,0,0,0,0,0,84,0,0,0,141,0,0,160,9,13,5,33,10,9
Philippines,Batanes,30,20763,11649,11038,18,101,47,30,0,0,0,0,0,0,83,0,0,0,136,0,0,159,9,13,5,32,10,9
Philippines,Batanes,50,20763,10916,10127,18,100,44,29,0,0,0,0,0,0,78,0,0,0,120,0,0,156,8,13,4,32,10,9
Philippines,Batanes,75,20763,8892,8509,18,91,33,26,0,0,0,0,0,0,67,0,0,0,86,0,0,147,6,11,4,28,7,8
Philippines,Batangas,0,322047,322047,322047,1385,395,371,348,127,371,301,246,124,474,1690,10,651,349,849,207,446,454,271,192,261,176,186,382
Philippines,Batangas,10,322047,160331,168397,1385,372,352,339,123,358,288,236,118,460,1632,10,363,166,463,145,358,348,204,145,205,136,143,239
Philippines,Batangas,15,322047,157954,161593,1385,369,349,338,122,355,287,234,118,458,1623,10,361,164,458,144,356,344,202,144,204,134,142,235
Philippines,Batangas,20,322047,156093,159851,1385,367,347,337,121,353,286,233,117,456,1615,10,359,162,453,142,354,341,200,143,203,133,141,232
Philippines,Batangas,25,322047,153918,156700,1385,363,346,336,121,352,285,232,117,455,1610,10,357,162,450,141,352,339,199,143,202,132,139,230
Philippines,Batangas,30,322047,151335,153489,1385,360,344,335,121,351,284,232,116,454,1605,10,355,159,444,139,348,335,198,142,201,131,138,227
Philippines,Batangas,50,322047,140178,131265,1385,328,325,325,117,341,275,225,113,441,1546,10,340,149,411,130,335,320,190,136,191,124,133,214
Philippines,Batangas,75,322047,101088,93325,1385,237,259,285,99,288,235,190,98,376,1278,10,292,109,282,86,233,230,136,95,124,84,102,155
Philippines,Benguet,0,263932,263932,263932,203,64,371,55,131,134,209,135,59,473,363,91,107,89,138,14,141,156,71,54,53,43,38,85
Philippines,Benguet,10,263932,206963,199862,203,64,367,55,129,133,206,134,58,467,360,91,100,68,105,13,133,147,60,48,48,39,35,76
Philippines,Benguet,15,263932,202512,194244,203,64,366,55,129,133,206,133,58,466,360,90,99,67,101,13,133,145,60,48,48,38,34,74
Philippines,Benguet,20,263932,200557,192923,203,64,365,55,129,132,206,133,58,465,360,90,99,67,99,13,132,144,60,48,47,38,34,73
Philippines,Benguet,25,263932,198221,189494,203,64,365,55,129,132,206,133,58,464,359,90,99,66,97,13,132,143,59,47,47,38,34,73
Philippines,Benguet,30,263932,194282,186522,203,63,364,55,129,132,205,133,58,464,359,90,98,65,94,13,131,141,58,47,47,37,33,72
Philippines,Benguet,50,263932,177048,165539,203,63,352,53,126,129,202,129,56,453,351,89,95,60,81,12,123,133,55,44,45,35,31,67
Philippines,Benguet,75,263932,132698,125639,203,54,278,45,115,108,180,108,46,384,293,83,81,46,52,7,86,98,39,33,33,27,23,48
Philippines,Biliran,0,53441,53441,53441,130,38,21,30,24,48,34,55,27,47,124,21,17,89,140,39,47,143,121,14,183,18,7,7
Philippines,Biliran,10,53441,45272,45542,130,38,21,30,24,48,34,55,27,47,123,21,17,84,127,34,38,135,114,12,154,17,6,5
Philippines,Biliran,15,53441,44681,45003,130,38,21,30,24,48,34,55,27,47,123,21,17,84,125,34,37,135,113,11,153,17,6,5
Philippines,Biliran,20,53441,44397,44897,130,38,21,30,24,48,33,55,27,47,123,21,17,83,125,34,37,134,112,11,151,17,6,5
Philippines,Biliran,25,53441,44207,44668,130,38,21,30,24,48,33,55,27,47,123,21,16,83,124,34,36,132,111,11,151,17,6,5
Philippines,Biliran,30,53441,43682,44268,130,38,21,30,24,48,33,55,27,46,123,21,16,82,123,34,36,131,110,11,148,16,6,5
Philippines,Biliran,50,53441,41939,42374,130,38,21,29,23,48,33,55,27,46,122,21,16,82,121,33,33,128,108,11,145,16,6,5
Philippines,Biliran,75,53441,36091,38018,130,36,19,26,22,44,32,51,25,44,112,20,16,73,109,28,24,110,94,9,115,14,6,4
Philippines,Bohol,0,397837,397837,397837,2929,319,158,83,338,252,327,433,84,475,623,329,384,223,247,118,545,738,226,113,250,263,3097,182
Philippines,Bohol,10,397837,225623,225159,2929,308,147,80,322,232,308,410,82,454,599,326,335,109,150,82,375,622,148,91,157,213,2452,127
Philippines,Bohol,15,397837,217093,216112,2929,306,145,79,320,229,304,406,81,451,595,325,333,105,145,80,360,607,143,89,151,211,2404,124
Philippines,Bohol,20,397837,212174,212620,2929,304,144,79,318,226,301,401,81,448,591,325,332,103,142,78,351,598,139,88,147,208,2374,122
Philippines,Bohol,25,397837,209044,208536,2929,302,143,79,316,225,299,399,81,447,589,324,331,103,141,78,346,595,137,87,145,207,2362,119
Philippines,Bohol,30,397837,202043,203494,2929,300,142,79,315,223,298,397,81,445,585,323,330,99,136,74,335,583,131,86,139,203,2309,115
Philippines,Bohol,50,397837,177961,176105,2929,276,131,74,296,206,273,366,76,421,549,316,317,88,124,64,288,541,112,76,119,185,2157,100
Philippines,Bohol,75,397837,111527,126753,2929,194,93,59,223,145,207,262,62,329,411,273,262,53,72,36,146,350,60,43,66,102,1417,60
Philippines,Bukidnon,0,910081,910081,910081,11434,483,538,208,756,776,955,1320,505,972,2776,720,1096,1394,2141,1693,4515,2838,1703,1597,1687,911,1157,1275
Philippines,Bukidnon,10,910081,544050,546020,11434,472,527,204,743,768,943,1307,499,958,2748,697,1003,761,1603,1402,3829,2237,1290,1286,1295,675,863,901
Philippines,Bukidnon,15,910081,524823,516490,11434,470,525,203,741,767,941,1305,499,956,2742,694,999,742,1565,1381,3773,2188,1262,1263,1275,659,844,874
Philippines,Bukidnon,20,910081,514476,510574,11434,470,523,202,739,765,939,1303,497,954,2739,692,996,730,1546,1369,3742,2163,1245,1250,1262,651,831,860
Philippines,Bukidnon,25,910081,507128,498576,11434,469,522,202,737,764,938,1302,497,952,2736,690,994,724,1534,1362,3724,2148,1234,1243,1253,645,824,852
Philippines,Bukidnon,30,910081,493922,483531,11434,468,521,201,736,762,937,1301,496,950,2731,689,990,712,1508,1347,3677,2114,1212,1223,1232,636,808,834
Philippines,Bukidnon,50,910081,438041,416774,11434,453,503,195,715,742,913,1277,487,919,2670,668,953,656,1392,1287,3506,1969,1115,1145,1149,588,741,753
Philippines,Bukidnon,75,910081,334245,310844,11434,386,428,166,608,648,795,1148,438,782,2331,569,810,504,976,1021,2754,1472,819,854,880,430,550,534
Philippines,Bulacan,0,255689,255689,255689,1126,302,259,180,209,314,319,424,138,404,581,102,576,249,264,143,381,313,245,152,193,201,173,231
Philippines,Bulacan,10,255689,133924,133607,1126,298,254,178,204,308,314,419,137,394,578,102,379,167,166,127,341,267,204,130,158,169,144,168
Philippines,Bulacan,15,255689,130478,128511,1126,297,253,177,203,307,314,417,137,392,576,102,377,165,163,126,339,265,202,129,156,167,142,164
Philippines,Bulacan,20,255689,128327,127354,1126,296,251,177,203,306,314,416,137,391,575,102,376,163,161,125,338,264,201,128,154,166,141,161
Philippines,Bulacan,25,255689,126272,124816,1126,295,251,177,202,306,313,415,137,390,575,102,375,161,159,125,337,263,200,128,153,165,140,156
Philippines,Bulacan,30,255689,124253,122937,1126,294,250,177,202,306,313,414,137,389,574,102,374,160,156,123,335,262,199,127,151,164,139,152
Philippines,Bulacan,50,255689,116707,111903,1126,272,237,173,196,298,308,402,135,376,563,101,361,153,145,119,326,254,192,124,144,157,133,141
Philippines,Bulacan,75,255689,100098,95150,1126,170,190,151,172,269,285,353,124,313,506,98,319,132,113,96,273,212,142,99,110,116,102,100
Philippines,Cagayan,0,881746,881746,881746,2060,524,1014,1725,1733,1916,2968,3933,1644,2665,3413,1923,2227,2088,1569,1539,2214,2340,5100,817,1818,1909,1308,1965
Philippines,Cagayan,10,881746,549277,545004,2060,515,1000,1690,1711,1890,2914,3902,1638,2619,3344,1898,2054,1694,1167,1421,2055,2087,4758,771,1671,1746,1212,1764
Philippines,Cagayan,15,881746,541568,532287,2060,514,997,1682,1707,1885,2904,3896,1637,2609,3330,1892,2045,1677,1147,1410,2039,2069,4725,768,1660,1732,1203,1749
Philippines,Cagayan,20,881746,537287,529277,2060,513,996,1678,1705,1881,2897,3891,1635,2604,3321,1890,2036,1668,1137,1405,2032,2057,4709,765,1652,1722,1198,1738
Philippines,Cagayan,25,881746,533397,521940,2060,512,994,1675,1703,1879,2893,3887,1634,2600,3314,1887,2031,1663,1132,1403,2030,2052,4703,764,1649,1717,1197,1734
Philippines,Cagayan,30,881746,526099,514785,2060,511,993,1671,1700,1876,2886,3881,1633,2594,3307,1884,2022,1641,1106,1385,2000,2023,4641,758,1634,1698,1182,1710
Philippines,Cagayan,50,881746,503380,477212,2060,504,983,1645,1682,1858,2850,3857,1626,2564,3250,1863,1985,1586,1046,1344,1945,1948,4540,742,1589,1638,1147,1644
Philippines,Cagayan,75,881746,448728,417652,2060,471,925,1505,1576,1736,2611,3623,1561,2342,2913,1721,1781,1311,783,1065,1544,1564,3813,630,1327,1329,917,1313
Philippines,Camarines Norte,0,210990,210990,210990,455,320,116,127,272,251,504,387,662,503,586,96,569,238,437,256,750,700,585,432,559,260,290,425
Philippines,Camarines Norte,10,210990,177847,173623,455,319,115,127,271,250,503,386,661,502,585,96,560,229,389,249,702,671,561,410,543,251,281,387
Philippines,Camarines Norte,15,210990,175561,171207,455,319,115,127,271,250,503,386,661,502,584,96,560,228,385,248,697,667,557,407,539,248,280,382
Philippines,Camarines Norte,20,210990,174383,170816,455,319,115,127,271,250,503,386,661,501,584,96,560,228,383,247,694,665,555,405,538,247,279,379
Philippines,Camarines Norte,25,210990,173882,170080,455,319,115,127,271,250,503,386,661,501,584,96,559,227,383,247,694,664,555,405,537,247,279,378
Philippines,Camarines Norte,30,210990,170146,168679,455,319,115,127,271,250,502,386,660,501,584,96,558,224,370,243,676,650,545,395,528,242,272,366
Philippines,Camarines Norte,50,210990,164666,159418,455,317,115,126,269,248,501,385,658,499,582,96,555,222,363,239,660,636,535,385,518,237,268,355
Philippines,Camarines Norte,75,210990,140718,138439,455,306,110,121,257,238,484,373,638,481,564,93,532,199,308,209,569,546,455,318,443,199,231,292
Philippines,Camarines Sur,0,529928,529928,529928,1361,527,207,291,430,658,1083,1237,481,764,1657,279,943,609,971,260,776,2220,495,725,695,703,364,412
Philippines,Camarines Sur,10,529928,370728,377765,1361,521,205,284,426,654,1079,1228,478,762,1644,279,862,410,675,226,712,1867,420,618,635,593,338,361
Philippines,Camarines Sur,15,529928,363017,366631,1361,520,205,284,426,653,1078,1227,478,761,1641,279,860,404,659,222,705,1838,411,608,627,586,334,357
Philippines,Camarines Sur,20,529928,359273,364431,1361,519,204,283,425,652,1078,1226,477,760,1639,279,859,401,654,221,702,1827,408,605,623,584,332,355
Philippines,Camarines Sur,25,529928,356904,359153,1361,518,204,283,425,652,1078,1226,477,760,1637,279,858,399,652,221,701,1822,406,603,622,582,332,354
Philippines,Camarines Sur,30,529928,348080,352457,1361,517,204,282,423,650,1075,1224,477,759,1634,278,855,387,625,214,680,1768,396,582,607,560,323,345
Philippines,Camarines Sur,50,529928,327653,320163,1361,507,200,276,418,643,1068,1214,474,752,1609,277,847,374,595,210,662,1709,380,562,591,541,314,333
Philippines,Camarines Sur,75,529928,261138,259894,1361,452,183,241,383,589,1010,1120,447,698,1459,262,779,296,453,169,527,1320,293,443,473,401,248,268
Philippines,Camiguin,0,24406,24406,24406,36,6,23,3,7,17,10,8,8,11,38,12,8,4,6,3,53,16,2,2,12,10,3,6
Philippines,Camiguin,10,24406,21638,22561,36,6,23,3,7,17,10,8,8,11,37,12,8,4,4,2,40,13,1,2,6,8,2,5
Philippines,Camiguin,15,24406,21450,22388,36,6,23,3,6,17,10,8,8,11,37,12,7,4,4,2,39,13,1,2,6,7,2,4
Philippines,Camiguin,20,24406,21305,22351,36,6,23,3,6,17,10,8,8,11,37,12,7,4,4,2,39,13,1,2,6,7,2,4
Philippines,Camiguin,25,24406,21225,22278,36,6,23,3,6,17,10,8,8,11,37,12,7,4,4,2,39,13,1,2,6,7,2,4
Philippines,Camiguin,30,24406,20941,22153,36,6,23,3,6,17,10,8,8,11,37,12,7,4,4,2,37,13,1,2,5,7,2,4
Philippines,Camiguin,50,24406,20054,21410,36,6,23,3,6,16,9,8,8,11,36,12,7,4,4,2,32,13,1,1,5,7,2,4
Philippines,Camiguin,75,24406,16509,19445,36,5,21,3,5,15,9,7,7,10,28,11,6,3,3,1,19,10,1,1,4,5,2,3
Philippines,Capiz,0,265097,265097,265097,1168,210,117,90,184,150,344,387,391,322,244,125,661,780,1248,229,1699,1609,808,822,552,442,667,369
Philippines,Capiz,10,265097,129221,122910,1168,207,113,86,178,144,328,366,377,309,237,115,594,531,736,140,1123,1013,507,532,347,248,440,240
Philippines,Capiz,15,265097,120684,115264,1168,205,113,85,177,143,325,363,373,307,235,113,588,506,697,127,1022,933,469,489,320,220,408,224
Philippines,Capiz,20,265097,117355,113810,1168,205,113,84,176,142,324,359,372,305,234,112,585,497,685,124,998,913,462,479,314,215,400,220
Philippines,Capiz,25,265097,115918,111179,1168,204,113,84,175,142,323,359,371,304,233,112,583,493,679,123,990,906,457,476,311,213,396,219
Philippines,Capiz,30,265097,106637,106507,1168,204,112,83,175,141,321,356,368,301,233,107,577,443,622,97,814,775,396,411,259,171,338,187
Philippines,Capiz,50,265097,93051,88547,1168,199,109,80,170,136,309,339,357,291,227,103,556,405,563,86,709,679,346,358,230,145,295,168
Philippines,Capiz,75,265097,50624,56351,1168,170,86,66,136,109,243,257,290,233,183,80,445,190,236,34,302,273,138,148,114,50,129,70
Philippines,Catanduanes,0,147300,147300,147300,94,257,46,102,1395,165,170,288,98,213,237,77,148,195,258,61,66,672,64,66,36,90,26,20
Philippines,Catanduanes,10,147300,133341,132466,94,256,45,101,1394,165,169,288,97,212,236,77,135,167,229,59,62,648,55,62,33,85,26,19
Philippines,Catanduanes,15,147300,132526,131627,94,256,45,101,1393,165,169,288,97,212,236,77,135,166,226,59,61,646,54,62,33,84,26,18
Philippines,Catanduanes,20,147300,132178,131439,94,256,45,101,1393,165,169,288,97,212,236,77,134,165,226,58,61,642,54,61,32,84,26,18
Philippines,Catanduanes,25,147300,131947,131091,94,256,45,101,1393,165,169,288,97,212,236,77,134,165,225,58,61,641,54,61,32,84,26,18
Philippines,Catanduanes,30,147300,130663,130513,94,256,45,101,1393,165,169,288,96,212,236,77,134,162,222,57,59,629,53,61,32,82,25,18
Philippines,Catanduanes,50,147300,128937,126758,94,256,45,101,1390,165,169,287,96,211,235,76,133,159,219,56,59,621,52,60,31,82,24,18
Philippines,Catanduanes,75,147300,118847,118131,94,252,44,97,1355,161,163,279,93,206,227,75,128,145,189,48,48,533,45,54,29,70,21,16
